popularity,budget,revenue,original_title,director,runtime,vote_count,vote_average,release_year,budget_adj,revenue_adj,gain,release_month,main_hero,genere1,company1
0.246669,6000000,6852450,200 Cigarettes,Risa Bramon Garcia,101,25,6.5,1999,7854317.07956593,8970219.17864526,1.142075,2,Ben Affleck,Comedy,Paramount Pictures
0.24279699999999999,75000000,29000000,The Out-of-Towners,Sam Weisman,90,20,5.2,1999,98178963.4945741,37962532.551235296,0.38666666666666666,4,Steve Martin,Comedy,Paramount Pictures
0.23522300000000002,60000000,66976317,Joan of Arc,Luc Besson,148,209,6.1,1999,78543170.7956593,87675538.4232537,1.11627195,10,Milla Jovovich,Adventure,Columbia Pictures
0.21624200000000002,20000000,1531251,Beowulf,Graham Baker,95,27,4.5,1999,26181056.931886397,2004488.4804003998,0.07656255,4,Christopher Lambert,Action,CTV International
0.212029,24000000,8434146,Play It to the Bone,Ron Shelton,124,20,5.3,1999,31417268.318263695,11040742.829892099,0.35142275,12,Antonio Banderas,Comedy,Touchstone Pictures
0.20441099999999998,1700000,1943649,"Happy, Texas",Mark Illsley,98,13,5.3,1999,2225389.83921034,2544339.2562302,1.1433229411764705,12,Steve Zahn,Comedy,Miramax Films
0.198126,38000000,635096,Ride with the Devil,Ang Lee,138,15,6.6,1999,49744008.1705842,831374.226660667,0.016713052631578948,11,Tobey Maguire,Drama,Universal Pictures
0.195048,3000000,3076820,Jawbreaker,Darren Stein,87,48,5.6,1999,3927158.53978296,4027719.97945834,1.0256066666666668,1,Rose McGowan,Comedy,TriStar Pictures
0.187319,13000000,27500000,Dick,Andrew Fleming,94,33,5.7,1999,17017687.0057261,35998953.281343795,2.1153846153846154,8,Kirsten Dunst,Comedy,Columbia Pictures
0.173433,25000000,12000000,The King and I,Richard Rich,87,14,4.7,1999,32726321.164858002,15708634.159131799,0.48,3,Miranda Richardson,Animation,Rankin/Bass Productions
0.16333699999999898,7000000,7292175,Outside Providence,Michael Corrente,96,12,5.6,1999,9163369.92616025,9545842.44161395,1.0417392857142858,8,Shawn Hatosy,Romance,Miramax Films
0.11818699999999999,450000,2049595,Trick,Jim Fall,89,10,6.5,1999,589073.780967445,2683028.16911549,4.554655555555556,7,Tori Spelling,Comedy,Fine Line Features
0.116694,12000000,36450736,Baby Geniuses,Bob Clark,97,34,3.8,1999,15708634.159131799,47715939.7212581,3.037561333333333,3,Kathleen Turner,Comedy,TriStar Pictures
0.238748,3800000,28200000,East Is East,Damien O'Donnell,97,24,6.5,1999,4974400.81705842,36915290.27395979,7.421052631578948,5,Om Puri,Comedy,BBC
0.079104,12000000,21001563,Tea with Mussolini,Franco Zeffirelli,117,17,5.7,1999,15708634.159131799,27492155.82808,1.75013025,3,Cher,Comedy,Medusa Produzione
8.575419,93000000,871368364,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,178,6079,7.8,2001,114528394.85252701,1073079785.52895,9.369552301075268,12,Elijah Wood,Adventure,WingNut Films
8.021423,125000000,976475550,Harry Potter and the Philosopher's Stone,Chris Columbus,152,4265,7.2,2001,153936014.58673,1202518036.06708,7.8118044,11,Daniel Radcliffe,Adventure,1492 Pictures
4.436367,15000000,20117339,Mulholland Drive,David Lynch,147,709,7.4,2001,18472321.750407603,24774263.918001603,1.3411559333333334,5,Naomi Watts,Thriller,Asymmetrical Productions
3.8510089999999995,6000000,1270522,Donnie Darko,Richard Kelly,113,1777,7.5,2001,7388928.70016306,1564632.74499809,0.21175366666666667,1,Jake Gyllenhaal,Fantasy,Pandora Cinema
3.204295,115000000,562816256,"Monsters, Inc.",Lee Unkrich|David Silverman|Pete Docter,92,3899,7.3,2001,141621133.419792,693101531.1461201,4.8940544,11,John Goodman,Fantasy,Walt Disney Pictures
2.971372,100000000,235926552,A.I. Artificial Intelligence,Steven Spielberg,146,1133,6.6,2001,123148811.669384,290540745.200552,2.35926552,6,Haley Joel Osment,Drama,DreamWorks SKG
2.9185659999999998,60000000,484409218,Shrek,Andrew Adamson|Vicky Jenson,90,2284,7.1,2001,73889287.00163059,596544195.5839571,8.073486966666668,5,Mike Myers,Adventure,DreamWorks SKG
2.7173990000000003,25000000,281929795,Bridget Jones's Diary,Sharon Maguire,97,751,6.5,2001,30787202.917346,347193192.284431,11.2771918,4,RenÃ©e Zellweger,Comedy,Miramax Films
2.642249,85000000,450717150,Ocean's Eleven,Steven Soderbergh,116,2645,7.0,2001,104676489.918976,555052814.215116,5.302554705882353,12,George Clooney,Thriller,Village Roadshow Pictures
2.478879,140000000,449220945,Pearl Harbor,Michael Bay,183,1044,6.6,2001,172408336.337138,553210255.537478,3.208721035714286,5,Ben Affleck,History,Jerry Bruckheimer Films
2.449323,98000000,433013274,The Mummy Returns,Stephen Sommers,130,1372,5.8,2001,120685835.435996,533250701.30169505,4.418502795918367,4,Brendan Fraser,Action,Universal Pictures
2.2172389999999997,120000000,186053725,Atlantis: The Lost Empire,Gary Trousdale|Kirk Wise,95,689,6.5,2001,147778574.003261,229122951.40412402,1.5504477083333332,6,Michael J. Fox,Animation,Walt Disney Pictures
2.179727,115000000,274703340,Lara Croft: Tomb Raider,Simon West,100,1510,5.6,2001,141621133.419792,338293898.826108,2.388724695652174,6,Angelina Jolie,Adventure,Paramount Pictures
2.169826,60000000,313542341,A Beautiful Mind,Ron Howard,135,1786,7.5,2001,73889287.00163059,386123667.021868,5.2257056833333335,12,Russell Crowe,Drama,Imagine Entertainment
2.116602,30000000,287553595,American Pie 2,J.B. Rogers,108,777,5.9,2001,36944643.500815295,354118835.15509397,9.585119833333334,8,Jason Biggs,Comedy,Universal Pictures
2.061559,37000000,165335153,The Princess Diaries,Garry Marshall,115,534,6.3,2001,45565060.31767221,203608276.191258,4.468517648648649,8,Anne Hathaway,Comedy,Walt Disney Pictures
1.925281,52500000,179213434,Moulin Rouge!,Baz Luhrmann,127,714,7.2,2001,64653126.12642671,220699214.322896,3.413589219047619,3,Nicole Kidman,Romance,Bazmark Films
1.862114,100000000,362211740,Planet of the Apes,Tim Burton,119,702,5.5,2001,123148811.669384,446059453.53699994,3.6221174,7,Mark Wahlberg,Thriller,Twentieth Century Fox Film Corporation
1.857978,21000000,71441250,The Royal Tenenbaums,Wes Anderson,110,679,7.3,2001,25861250.4505707,87979050.416754,3.4019642857142856,10,Gene Hackman,Comedy,Touchstone Pictures
1.846848,53000000,83282296,Blow,Ted Demme,124,788,7.3,2001,65268870.184773706,102561157.85497901,1.5713640754716982,4,Johnny Depp,Crime,New Line Cinema
1.839325,70000000,96976270,Enemy at the Gates,Jean-Jacques Annaud,131,583,7.1,2001,86204168.168569,119425124.106293,1.3853752857142858,3,Jude Law,War,Paramount Pictures
1.735123,92000000,172989651,Black Hawk Down,Ridley Scott,144,1201,7.1,2001,113296906.735833,213034699.517515,1.8803222934782609,12,Josh Hartnett,Action,Jerry Bruckheimer Films
1.6977529999999899,18000000,141774679,Legally Blonde,Robert Luketic,96,480,6.1,2001,22166786.100489102,174593832.436584,7.8763710555555555,7,Reese Witherspoon,Comedy,Marc Platt Productions
1.692141,65000000,117487473,A Knight's Tale,Brian Helgeland,132,521,6.5,2001,80046727.58509979,144684426.859888,1.8074995846153845,5,Heath Ledger,Adventure,Columbia Pictures Corporation
1.581446,28000000,60780981,Zoolander,Ben Stiller,89,791,6.1,2001,34481667.2674276,74851055.8224943,2.1707493214285716,9,Ben Stiller,Comedy,Paramount Pictures
1.456526,16000000,66468332,Not Another Teen Movie,Joel Gallen,89,223,5.3,2001,19703809.867101397,81854960.99446109,4.15427075,12,Chyler Leigh,Comedy,Original Film
1.450364,45000000,141220678,Scary Movie 2,Keenen Ivory Wayans,83,474,5.5,2001,55416965.2512229,173911586.788447,3.138237288888889,7,Anna Faris,Comedy,Gold/Miller Productions
1.447916,90000000,347325802,Rush Hour 2,Brett Ratner,90,622,6.5,2001,110833930.502445,427727597.784158,3.8591755777777776,8,Chris Tucker,Action,New Line Cinema
1.4460629999999999,45000000,104876233,Training Day,Antoine Fuqua,122,1029,7.2,2001,55416965.2512229,129153834.663114,2.3305829555555557,10,Denzel Washington,Action,Village Roadshow Pictures
1.406682,17000000,209947037,The Others,Alejandro AmenÃ¡bar,101,872,7.1,2001,20935297.9837953,258547281.20058197,12.349825705882353,8,Nicole Kidman,Horror,Cruise/Wagner Productions
1.213215,25000000,80936232,Jimmy Neutron: Boy Genius,John A. Davis,83,139,5.5,2001,30787202.917346,99672007.917976,3.23744928,12,Debi Derryberry,Adventure,Nickelodeon Movies
1.20913,22000000,33788161,Jay and Silent Bob Strike Back,Kevin Smith,104,244,6.3,2001,27092738.567264497,41609718.7564383,1.5358255,8,Kevin Smith,Comedy,Dimension Films
1.195555,28000000,77516304,Serendipity,Peter Chelsom,90,310,6.6,2001,34481667.2674276,95460407.2260274,2.7684394285714284,10,John Cusack,Comedy,Miramax Films
1.134012,60000000,93375151,Cats & Dogs,Lawrence Guterman,87,182,5.0,2001,73889287.00163059,114990388.85099299,1.5562525166666668,7,Jeff Goldblum,Comedy,Village Roadshow Pictures
1.1318780000000002,68000000,203388341,Vanilla Sky,Cameron Crowe,136,628,6.3,2001,83741191.9351813,250470325.015575,2.991005014705882,12,Tom Cruise,Drama,Paramount Pictures
1.065364,25000000,64437847,Kiss of the Dragon,Chris Nahon,98,152,6.3,2001,30787202.917346,79354442.845836,2.57751388,7,Jet Li,Action,Twentieth Century Fox Film Corporation
1.063015,92000000,143049560,Spy Game,Tony Scott,126,342,6.5,2001,113296906.735833,176163833.238282,1.5548865217391303,11,Robert Redford,Action,Universal Pictures
1.062734,102000000,147080413,Swordfish,Dominic Sena,99,606,6.0,2001,125611787.902772,181127780.807922,1.4419648333333333,6,John Travolta,Action,Village Roadshow Pictures
1.061903,40000000,141069860,Shallow Hal,Bobby Farrelly|Peter Farrelly,114,394,5.5,2001,49259524.667753704,173725856.213664,3.5267465,11,Gwyneth Paltrow,Comedy,Twentieth Century Fox Film Corporation
0.9769969999999999,30000000,17833000,AntiTrust,Peter Howitt,108,82,5.6,2001,36944643.500815295,21961127.5850013,0.5944333333333334,1,Ryan Phillippe,Action,Industry Entertainment
0.9742219999999999,137000000,85131830,Final Fantasy: The Spirits Within,Hironobu Sakaguchi|Motonori Sakakibara,106,257,5.6,2001,168713871.98705602,104838836.9974,0.6214002189781022,7,Donald Sutherland,Adventure,Columbia Pictures
0.9454290000000001,42000000,35402320,Original Sin,Michael Cristofer,118,115,5.8,2001,51722500.9011414,43597536.3833927,0.842912380952381,8,Angelina Jolie,Drama,Metro-Goldwyn-Mayer (MGM)
0.913069,70000000,176104344,Dr. Dolittle 2,Steve Carr,87,233,4.9,2001,86204168.168569,216870406.934164,2.515776342857143,6,Eddie Murphy,Comedy,Twentieth Century Fox Film Corporation
0.9047200000000001,40000000,91753202,Behind Enemy Lines,John Moore,106,270,5.9,2001,49259524.667753704,112992977.931609,2.29383005,11,Owen Wilson,Action,Twentieth Century Fox Film Corporation
0.899763999999999,10000000,59217789,Jeepers Creepers,Victor Salva,90,384,6.0,2001,12314881.1669384,72926003.45038341,5.9217789,7,Gina Philips,Horror,United Artists
0.8752989999999989,35000000,74558115,From Hell,Albert Hughes|Allen Hughes,122,399,6.4,2001,43102084.0842845,91817432.625593,2.1302318571428573,10,Johnny Depp,Horror,Twentieth Century Fox Film Corporation
0.8654069999999989,72000000,27642707,The Last Castle,Rod Lurie,131,154,7.1,2001,88667144.4019567,34041665.1837497,0.38392648611111113,10,Robert Redford,Action,DreamWorks SKG
0.8442350000000001,60000000,105178561,Along Came a Spider,Lee Tamahori,104,215,5.8,2001,73889287.00163059,129526148.002458,1.7529760166666666,4,Morgan Freeman,Crime,Paramount Pictures
0.813396,3000000,18492362,Super Troopers,Jay Chandrasekhar,100,224,6.7,2001,3694464.35008153,22773124.0526008,6.164120666666666,1,Jay Chandrasekhar,Comedy,Fox Searchlight Pictures
0.798104,35000000,94728529,The Wedding Planner,Adam Shankman,103,245,5.4,2001,43102084.0842845,116657057.77538799,2.7065294,1,Jennifer Lopez,Comedy,Columbia Pictures Corporation
0.7878350000000001,48000000,85498534,Rat Race,Jerry Zucker,112,261,5.9,2001,59111429.6013044,105290428.615744,1.7812194583333334,7,Cuba Gooding Jr.,Adventure,Paramount Pictures
0.7817470000000001,19800000,87754044,Gosford Park,Robert Altman,137,107,6.6,2001,24383464.7105381,108068062.377828,4.432022424242424,11,Helen Mirren,Drama,USA Films
0.774598,11000000,16000000,Jason X,James Isaac,91,138,4.3,2001,13546369.283632198,19703809.867101397,1.4545454545454546,7,Kane Hodder,Horror,New Line Cinema
0.746989,57000000,147845033,The Mexican,Gore Verbinski,123,258,5.7,2001,70194822.651549,182069401.251709,2.59377250877193,3,Brad Pitt,Action,DreamWorks SKG
0.742951,23000000,36642838,Joy Ride,John Dahl,97,166,6.2,2001,28324226.6839584,45125219.5589376,1.5931668695652175,10,Steve Zahn,Mystery,Regency Enterprises
0.731548,22000000,40270895,I Am Sam,Jessie Nelson,132,292,7.2,2001,27092738.567264497,49593128.6411255,1.8304952272727273,12,Sean Penn,Drama,New Line Cinema
0.693522,57000000,16991902,Rock Star,Stephen Herek,105,100,5.9,2001,70194822.651549,20925325.3930263,0.2981035438596491,9,Mark Wahlberg,Music,Warner Bros. Pictures
0.676114,48000000,50315140,K-PAX,Iain Softley,120,330,7.0,2001,59111429.6013044,61962496.999787,1.0482320833333334,10,Jeff Bridges,Drama,Intermedia Films
0.65104,50000000,100020092,Don't Say a Word,Gary Fleder,113,106,6.1,2001,61574405.834692106,123173554.728624,2.00040184,9,Michael Douglas,Thriller,20th Century Fox
0.6353770000000001,21150000,39438674,Crocodile Dundee in Los Angeles,Simon Wincer,92,75,4.8,2001,26045973.668074697,48568258.369162396,1.864712718676123,4,Paul Hogan,Adventure,Bungalow Productions
0.625438,11000000,13110448,Frailty,Bill Paxton,100,136,6.8,2001,13546369.283632198,16145360.916532502,1.191858909090909,11,Bill Paxton,Drama,Cinerenta Medienbeteiligungs KG
0.612923,53000000,29700000,Angel Eyes,Luis Mandoki,102,51,5.6,2001,65268870.184773706,36575197.065807104,0.560377358490566,5,Jennifer Lopez,Drama,Warner Bros. Pictures
0.589432,31000000,24185781,Hearts in Atlantis,Scott Hicks,101,60,6.3,2001,38176131.6175091,29784501.8944597,0.7801864838709678,9,Anthony Hopkins,Drama,Castle Rock Entertainment
0.578314999999999,30000000,23619609,The Glass House,Daniel Sackheim,106,108,5.3,2001,36944643.500815295,29087267.8044549,0.7873203,9,Leelee Sobieski,Drama,Original Film
0.572909,60000000,56359980,15 Minutes,John Herzfeld,120,84,5.7,2001,73889287.00163059,69406645.6271026,0.939333,3,Robert De Niro,Action,New Line Cinema
0.5658770000000001,32000000,40222729,Hardball,Brian Robbins,106,62,6.4,2001,39407619.7342029,49533812.7844968,1.25696028125,9,Keanu Reeves,Comedy,Paramount Pictures
0.561179,80000000,98376292,Evolution,Ivan Reitman,101,362,5.4,2001,98519049.33550741,121149234.56240301,1.22970365,6,David Duchovny,Action,DreamWorks SKG
0.554186,107000000,87713825,Ali,Michael Mann,157,253,6.7,2001,131769228.486241,108018533.157263,0.8197553738317757,12,Will Smith,Drama,Columbia Pictures Corporation
0.5307029999999989,1500000,373967,Session 9,Brad Anderson,100,94,6.0,2001,1847232.17504076,460535.916535646,0.24931133333333333,8,Peter Mullan,Horror,October Films
0.526992,68000000,71069884,The Score,Frank Oz,124,217,6.6,2001,83741191.9351813,87521717.60080992,1.0451453529411765,7,Robert De Niro,Action,Paramount Pictures
0.522846,4000000,44909486,Monster's Ball,Marc Forster,111,107,6.4,2001,4925952.46677537,55305498.335828505,11.2273715,11,Halle Berry,Drama,Lions Gate Films
0.521071,17700000,30987695,Joe Dirt,Dennie Gordon,91,122,5.5,2001,21797339.665481,38160978.15623321,1.750717231638418,4,David Spade,Mystery,Columbia Pictures
0.510452,50000000,79958599,Exit Wounds,Andrzej Bartkowiak,101,52,5.0,2001,61574405.834692106,98468064.4959882,1.59917198,3,Steven Seagal,Action,NPV Entertainment
0.5098779999999989,21000000,28008462,The Tailor of Panama,John Boorman,109,45,5.7,2001,25861250.4505707,34492088.119871005,1.3337362857142858,2,Pierce Brosnan,Drama,Columbia Pictures
0.49961099999999997,40000000,65754228,Sweet November,Pat O'Connor,119,157,6.5,2001,49259524.667753704,80975550.4043776,1.6438557,2,Keanu Reeves,Drama,Bel Air Entertainment
0.499301,12000000,31155435,How High,Jesse Dylan,93,126,6.5,2001,14777857.4003261,38367547.9729274,2.59628625,12,Method Man,Comedy,Universal Pictures
0.493288,11000000,23430766,Tomcats,Gregory Poirier,95,37,4.8,2001,13546369.283632198,28854709.8940341,2.130069636363636,3,Jerry O'Connell,Comedy,Columbia Pictures
0.472538,72000000,37317558,The Majestic,Frank Darabont,152,82,6.5,2001,88667144.4019567,45956129.2210332,0.5182994166666667,12,Jim Carrey,Drama,Village Roadshow Pictures
0.471789,62000000,18720175,3000 Miles to Graceland,Demian Lichtenstein,125,85,5.4,2001,76352263.2350183,23053673.0549291,0.3019383064516129,2,Kurt Russell,Action,Franchise Pictures
0.467091,100000,490475,Tape,Richard Linklater,86,28,6.6,2001,123148.811669384,604014.134035412,4.90475,1,Uma Thurman,Drama,The Independent Film Channel Productions
0.453846,2079000,4099000,Dil Chahta Hai,Farhan Akhtar,183,32,7.3,2001,2560263.7946065,5047869.79032806,1.9716209716209716,7,Aamir Khan,Drama,Excel Entertainment
0.451722,28000000,14010832,Ghosts of Mars,John Carpenter,98,135,4.6,2001,34481667.2674276,17254173.112993803,0.5003868571428571,8,Natasha Henstridge,Action,Screen Gems
0.447612,22000000,19351569,Saving Silverman,Dennis Dugan,90,75,5.2,2001,27092738.567264497,23831227.2628809,0.8796167727272727,2,Jason Biggs,Comedy,Village Roadshow Pictures
0.44392299999999996,48000000,35743308,Riding in Cars with Boys,Penny Marshall,132,54,6.4,2001,59111429.6013044,44017459.053327896,0.74465225,10,Drew Barrymore,Comedy,Columbia Pictures
0.439101,75000000,13596911,Osmosis Jones,Bobby Farrelly|Peter Farrelly,95,128,5.6,2001,92361608.75203821,16744434.320243802,0.18129214666666665,8,Chris Rock,Adventure,Conundrum Entertainment
0.42129300000000003,14000000,10424470,Head Over Heels,Mark Waters,86,43,5.3,2001,17240833.6337138,12837610.9278314,0.744605,2,Monica Potter,Comedy,Universal Studios
0.414311,38000000,207283925,The Fast and the Furious,Rob Cohen,106,2505,6.4,2001,46796548.434365995,255267690.41915697,5.454840131578948,6,Paul Walker,Action,Universal Pictures
0.40848,6000000,705308,Human Nature,Michel Gondry,96,30,5.7,2001,7388928.70016306,868578.420609101,0.11755133333333333,5,Patricia Arquette,Drama,Fine Line Features
0.405522,13000000,91038276,Save the Last Dance,Thomas Carter,112,194,6.4,2001,16009345.517019901,112112555.058294,7.0029443076923075,1,Julia Stiles,Drama,MTV Films
0.386262,35000000,147934180,Spy Kids,Robert Rodriguez,88,467,5.5,2001,43102084.0842845,182179184.722848,4.226690857142857,3,Alexa PenaVega,Action,Dimension Films
0.38279,35000000,29400000,The Pledge,Sean Penn,123,84,6.1,2001,43102084.0842845,36205750.630798995,0.84,1,Jack Nicholson,Crime,Epsilon Motion Pictures
0.381751,75000000,67631903,Bandits,Barry Levinson,123,173,6.1,2001,92361608.75203821,83287884.8538907,0.9017587066666667,10,Bruce Willis,Action,Cheyenne Enterprises
0.380227,22000000,84772742,The Animal,Luke Greenfield,84,145,4.5,2001,27092738.567264497,104396624.392553,3.8533064545454545,6,Rob Schneider,Action,Revolution Studios
0.37985599999999997,15000000,12000000,Knockaround Guys,Brian Koppelman|David Levien,92,46,5.7,2001,18472321.750407603,14777857.4003261,0.8,9,Barry Pepper,Crime,Lawrence Bender Productions
0.541416,13000000,16929123,Crazy/Beautiful,John Stockwell,99,57,6.6,2001,16009345.517019901,20848013.800548397,1.3022402307692307,6,Kirsten Dunst,Drama,Touchstone Pictures
0.20867,94000000,54744738,Driven,Renny Harlin,116,90,4.8,2001,115759882.969221,67417494.2985179,0.582390829787234,4,Kip Pardue,Action,Epsilon Motion Pictures
0.348262,24000000,14782676,Out Cold,Brendan Malloy|Emmett Malloy,89,28,6.1,2001,29555714.8006522,18204689.8269352,0.6159448333333334,11,Jason London,Comedy,Spyglass Entertainment
0.328665,35000000,13678913,American Outlaws,Les Mayfield,94,26,5.8,2001,43102084.0842845,16845418.8087889,0.39082608571428573,8,Colin Farrell,Action,Warner Bros. Pictures
0.324227,87000000,351692268,Hannibal,Ridley Scott,131,772,6.3,2001,107139466.152364,433104848.775106,4.042439862068965,2,Anthony Hopkins,Crime,Universal Pictures
0.323191,75000000,54249294,Domestic Disturbance,Harold Becker,89,50,5.4,2001,92361608.75203821,66807360.900030605,0.72332392,10,John Travolta,Mystery,Paramount Pictures
0.501163,10000000,44460850,Recess: School's Out,Chuck Sheetz,83,42,6.5,2001,12314881.1669384,54753008.4331074,4.446085,1,Rickey D'Shon Collins,Animation,
0.299969,34000000,19693891,Summer Catch,Mike Tollin,108,35,4.8,2001,41870595.9675906,24252792.7379638,0.5792320882352942,8,Freddie Prinze Jr.,Drama,Tollin/Robbins Productions
0.274314,5000000,295206,Wet Hot American Summer,David Wain,97,163,6.5,2001,6157440.58346921,363542.68097672204,0.0590412,7,Janeane Garofalo,Comedy,Eureka Pictures
0.353327,1500000,416925,The Believer,Henry Bean,98,78,6.8,2001,1847232.17504076,513438.18305258,0.27795,1,Ryan Gosling,Drama,Fuller Films
0.269944,12000000,17292381,Max Keeble's Big Move,Tim Hill,86,18,5.3,2001,14777857.4003261,21295361.710842397,1.44103175,10,Alex D. Linz,Comedy,Walt Disney Pictures
0.263042,75000000,5409517,Monkeybone,Henry Selick,93,37,4.0,2001,92361608.75203821,6661755.90255333,0.07212689333333333,2,Brendan Fraser,Adventure,20th Century Fox
0.251798,250000,4186931,Lovely & Amazing,Nicole Holofcener,91,10,6.3,2001,307872.02917346,5156155.77191707,16.747724,8,Catherine Keener,Comedy,
0.239869,11000000,23978402,Corky Romano,Rob Pritts,86,20,4.4,2001,13546369.283632198,29529117.1203078,2.179854727272727,10,Chris Kattan,Action,Robert Simonds Productions
0.167033,93000000,368780809,Jurassic Park III,Joe Johnston,92,1366,5.6,2001,114528394.85252701,454149183.948242,3.9653850430107527,7,Sam Neill,Adventure,Universal Studios
0.20688,57000000,62112895,Captain Corelli's Mandolin,John Madden,131,67,5.6,2001,70194822.651549,76491292.0859524,1.0896999122807018,8,Nicolas Cage,Drama,Miramax Films
0.195196,1000000,10013424,Kissing Jessica Stein,Charles Herman-Wurmfeld,97,22,5.9,2001,1231488.11669384,12331412.6634169,10.013424,4,Jennifer Westfeldt,Comedy,Fox Searchlight Pictures
0.19156600000000001,40000000,27053815,The Musketeer,Peter Hyams,104,32,5.1,2001,49259524.667753704,33316451.6837336,0.676345375,9,Catherine Deneuve,Action,Crystal Sky Worldwide
0.189393,7000000,3646994,The Cat's Meow,Peter Bogdanovich,114,19,5.7,2001,8620416.8168569,4491229.77265374,0.5209991428571429,8,Kirsten Dunst,Drama,Lions Gate Films
0.18500899999999998,700000,1667192,L.I.E. Long Island Expressway,Michael Cuesta,97,13,5.2,2001,862041.68168569,2053127.13624704,2.3817028571428573,1,Paul Dano,Drama,
0.164669,6000000,2025238,Novocaine,David Atkins,95,12,5.9,2001,7388928.70016306,2494056.5304767997,0.3375396666666667,11,Chelcie Ross,Comedy,Numb Gums Production Inc.
0.26321,11000000,13276953,Sugar & Spice,Francine McDougall,81,31,5.4,2001,13546369.283632198,16350409.8454026,1.2069957272727272,1,Marla Sokoloff,Crime,New Line Cinema
0.148963,10000000,7316658,Bones,Ernest R. Dickerson,96,17,4.0,2001,12314881.1669384,9010377.38091294,0.7316658,10,Snoop Dogg,Action,New Line Cinema
0.12891,7000000,10229331,The Wash,DJ Pooh,93,15,5.6,2001,8620416.8168569,12597299.5682279,1.461333,11,Dr. Dre,Action,Lionsgate
0.128169,15000000,163169,Down,Dick Maas,111,10,3.7,2001,18472321.750407603,200940.68451281698,0.010877933333333333,5,Naomi Watts,Action,First Floor Features
0.126065,5000000,5476060,Made,Jon Favreau,94,19,5.8,2001,6157440.58346921,6743702.81630248,1.095212,7,Vince Vaughn,Action,Artisan Entertainment
0.089976,16000000,29381649,Baby Boy,John Singleton,130,29,7.4,2001,19703809.867101397,36183151.592369504,1.8363530625,6,Tyrese Gibson,Drama,Columbia Pictures
8.46666799999999,185000000,1001921825,The Dark Knight,Christopher Nolan,152,8432,8.1,2008,187365527.254695,1014733032.48168,5.415793648648648,7,Christian Bale,Drama,DC Comics
5.678119000000001,180000000,521311860,WALLÂ·E,Andrew Stanton,98,4209,7.6,2008,182301594.08565,527977683.854196,2.896177,6,Ben Burtt,Animation,Walt Disney Pictures
4.977955000000001,140000000,585174222,Iron Man,Jon Favreau,126,6220,7.3,2008,141790128.733283,592656630.491278,4.179815871428572,4,Robert Downey Jr.,Action,Marvel Studios
3.647612,25000000,226830568,Taken,Pierre Morel,93,3075,7.2,2008,25319665.8452291,229730967.409741,9.07322272,2,Liam Neeson,Action,Twentieth Century Fox Film Corporation
3.16167,185000000,786636033,Indiana Jones and the Kingdom of the Crystal Skull,Steven Spielberg,122,1537,5.6,2008,187365527.254695,796694459.895067,4.252086664864865,5,Harrison Ford,Adventure,Lucasfilm
3.1076650000000003,37000000,392616625,Twilight,Catherine Hardwicke,122,2013,5.8,2008,37473105.4509392,397636870.011266,10.611260135135135,11,Kristen Stewart,Adventure,Summit Entertainment
3.0866759999999998,200000000,586090727,Quantum of Solace,Marc Forster,106,2149,6.0,2008,202557326.761833,593584854.505097,2.930453635,10,Daniel Craig,Adventure,Eon Productions
3.036644,130000000,631744560,Kung Fu Panda,Mark Osborne|John Stevenson,90,1938,6.8,2008,131662262.39519098,639822446.349653,4.859573538461539,6,Jack Black,Animation,DreamWorks Animation
2.90047,19000000,18755936,Sex Drive,Sean Anders,109,167,5.9,2008,19242946.042374104,18995761.285380103,0.9871545263157895,10,Josh Zuckerman,Comedy,"Summit Entertainment, LLC"
2.543535,52000000,609841637,Mamma Mia!,Phyllida Lloyd,108,805,6.2,2008,52664904.9580767,617639458.6939019,11.727723788461539,6,Meryl Streep,Comedy,Universal Pictures
2.5373419999999998,150000000,333932083,The Curious Case of Benjamin Button,David Fincher,166,1899,7.2,2008,151917995.071375,338201950.26245296,2.2262138866666668,11,Cate Blanchett,Fantasy,Paramount Pictures
2.5113939999999997,145000000,401128639,The Mummy: Tomb of the Dragon Emperor,Rob Cohen,112,826,5.1,2008,146854061.902329,406257724.017262,2.7664044068965516,7,Brendan Fraser,Adventure,Universal Pictures
2.349544,150000000,163712074,The Incredible Hulk,Louis Leterrier,114,1868,6.1,2008,151917995.071375,165805400.340377,1.0914138266666666,6,Edward Norton,Science Fiction,Universal Pictures
2.2453060000000002,33000000,269958228,Gran Torino,Clint Eastwood,116,1809,7.6,2008,33421958.915702503,273410085.005207,8.180552363636364,12,Clint Eastwood,Drama,Village Roadshow Pictures
2.217084,150000000,603900354,Madagascar: Escape 2 Africa,Eric Darnell|Tom McGrath,89,1147,6.1,2008,151917995.071375,611622206.6838241,4.02600236,10,Ben Stiller,Family,DreamWorks Animation
2.188028,85000000,160388063,Hellboy II: The Golden Army,Guillermo del Toro,120,927,6.4,2008,86086863.8737792,162438886.428942,1.886918388235294,7,Ron Perlman,Adventure,Universal Pictures
2.017536,85000000,222231186,Jumper,Doug Liman,88,1082,5.9,2008,86086863.8737792,225072774.79635897,2.6144845411764708,2,Hayden Christensen,Adventure,Dune Entertainment
1.996757,45000000,101702060,Journey to the Center of the Earth,Eric Brevig,93,704,5.7,2008,45575398.5214125,103002486.99885699,2.2600457777777776,7,Brendan Fraser,Action,New Line Cinema
